movie_id,genre_id
0,18.0
0,9.0
0,4.0
1,12.0
1,18.0
1,14.0
2,23.0
2,9.0
2,4.0
3,12.0
3,14.0
3,16.0
4,18.0
4,2.0
4,9.0
5,18.0
5,2.0
5,23.0
6,23.0
6,26.0
7,2.0
7,23.0
7,19.0
8,16.0
9,23.0
9,26.0
10,18.0
10,14.0
10,4.0
11,2.0
11,23.0
11,7.0
12,23.0
12,9.0
12,19.0
13,16.0
13,23.0
13,26.0
14,23.0
14,9.0
14,4.0
15,23.0
15,26.0
16,2.0
16,23.0
16,4.0
17,23.0
18,16.0
18,23.0
19,23.0
19,7.0
19,9.0
20,23.0
20,9.0
20,19.0
21,16.0
21,26.0
22,18.0
22,14.0
22,23.0
23,2.0
23,23.0
24,12.0
24,18.0
24,14.0
25,23.0
25,5.0
25,26.0
26,18.0
26,14.0
26,23.0
27,2.0
27,23.0
28,23.0
28,7.0
28,9.0
29,2.0
29,23.0
29,19.0
30,9.0
30,19.0
31,2.0
31,23.0
32,16.0
32,2.0
33,18.0
33,2.0
33,23.0
34,18.0
435,18.0
1361,18.0
34,23.0
435,23.0
1361,23.0
34,5.0
435,5.0
1361,5.0
35,16.0
35,23.0
35,26.0
36,18.0
36,14.0
36,2.0
37,18.0
37,14.0
37,7.0
38,23.0
38,26.0
39,12.0
39,18.0
39,14.0
40,16.0
40,23.0
41,18.0
41,2.0
41,19.0
42,16.0
43,23.0
43,7.0
43,26.0
44,18.0
44,23.0
44,5.0
45,23.0
45,3.0
45,4.0
46,2.0
46,23.0
46,4.0
47,6.0
47,23.0
47,5.0
48,18.0
48,14.0
48,23.0
49,18.0
49,2.0
49,9.0
50,2.0
50,23.0
50,4.0
51,16.0
51,26.0
52,16.0
53,2.0
53,23.0
53,4.0
54,2.0
54,4.0
55,23.0
55,7.0
55,9.0
56,23.0
56,26.0
57,16.0
57,2.0
57,23.0
58,16.0
58,2.0
58,23.0
59,23.0
59,19.0
59,4.0
60,23.0
61,18.0
61,14.0
61,23.0
62,18.0
62,14.0
62,19.0
63,18.0
63,16.0
64,16.0
64,26.0
65,2.0
65,23.0
65,9.0
66,23.0
66,19.0
66,3.0
67,23.0
68,2.0
68,23.0
68,19.0
69,23.0
69,19.0
69,3.0
70,16.0
71,18.0
71,2.0
71,23.0
72,16.0
72,23.0
73,23.0
73,9.0
73,19.0
74,16.0
74,23.0
74,26.0
75,23.0
75,26.0
76,18.0
76,14.0
76,23.0
77,18.0
77,16.0
77,2.0
78,23.0
79,2.0
79,23.0
79,4.0
80,16.0
80,23.0
81,18.0
81,14.0
81,2.0
82,18.0
82,2.0
82,23.0
83,12.0
83,18.0
83,14.0
84,23.0
84,21.0
85,18.0
85,14.0
85,3.0
86,12.0
86,16.0
87,18.0
87,2.0
87,23.0
88,2.0
88,23.0
88,19.0
89,12.0
89,18.0
89,14.0
90,18.0
90,16.0
90,23.0
92,18.0
92,2.0
92,23.0
93,23.0
94,18.0
94,14.0
94,23.0
95,2.0
95,9.0
95,4.0
96,18.0
96,14.0
96,23.0
97,18.0
97,14.0
97,2.0
98,16.0
98,2.0
98,23.0
99,23.0
99,26.0
100,23.0
100,26.0
101,16.0
101,23.0
102,2.0
102,23.0
102,19.0
103,2.0
103,23.0
103,19.0
104,2.0
104,23.0
104,19.0
105,23.0
106,18.0
106,2.0
106,23.0
107,2.0
107,23.0
107,19.0
108,18.0
108,14.0
108,16.0
109,18.0
109,14.0
109,23.0
110,12.0
110,16.0
110,23.0
111,18.0
111,14.0
111,23.0
112,16.0
113,12.0
113,16.0
114,14.0
114,7.0
114,26.0
115,18.0
115,14.0
115,23.0
116,18.0
116,23.0
116,7.0
117,2.0
117,23.0
117,19.0
118,18.0
118,14.0
118,23.0
119,16.0
120,18.0
120,14.0
120,6.0
121,18.0
121,2.0
121,23.0
122,16.0
122,23.0
122,7.0
123,2.0
123,23.0
123,19.0
124,16.0
125,18.0
125,14.0
125,9.0
126,2.0
126,23.0
126,26.0
127,2.0
127,23.0
127,4.0
128,14.0
128,4.0
129,12.0
1419,12.0
129,18.0
1419,18.0
129,14.0
1419,14.0
130,18.0
130,2.0
130,23.0
131,18.0
131,14.0
131,3.0
132,2.0
132,23.0
132,4.0
133,6.0
133,2.0
133,23.0
134,2.0
134,23.0
134,4.0
135,12.0
135,18.0
135,14.0
136,2.0
136,23.0
136,19.0
137,16.0
137,23.0
138,2.0
138,23.0
138,19.0
139,17.0
1105,17.0
139,2.0
1105,2.0
139,19.0
1105,19.0
140,2.0
140,23.0
140,19.0
141,18.0
141,23.0
141,9.0
142,23.0
142,19.0
142,3.0
143,23.0
143,19.0
143,4.0
144,18.0
144,14.0
144,16.0
145,16.0
145,2.0
145,23.0
146,23.0
147,12.0
147,18.0
147,14.0
148,18.0
148,14.0
149,12.0
149,18.0
149,7.0
150,16.0
151,2.0
151,23.0
151,19.0
152,16.0
152,23.0
152,7.0
153,2.0
153,23.0
153,19.0
154,16.0
154,23.0
154,11.0
155,16.0
155,23.0
155,11.0
156,18.0
156,2.0
156,23.0
157,18.0
157,2.0
157,24.0
158,12.0
158,18.0
158,14.0
159,18.0
159,23.0
160,23.0
160,26.0
161,9.0
162,23.0
162,19.0
162,26.0
163,18.0
163,14.0
163,3.0
164,12.0
164,18.0
164,16.0
165,18.0
165,14.0
165,3.0
166,2.0
166,23.0
166,19.0
167,12.0
167,14.0
167,16.0
168,16.0
168,23.0
169,12.0
169,0.0
169,16.0
170,4.0
171,14.0
171,7.0
172,16.0
172,26.0
173,2.0
173,23.0
174,12.0
174,18.0
174,14.0
175,18.0
175,16.0
175,2.0
176,12.0
176,18.0
176,14.0
177,18.0
309,18.0
177,23.0
309,23.0
177,3.0
309,3.0
178,16.0
179,2.0
179,23.0
179,4.0
180,2.0
180,23.0
180,19.0
181,18.0
181,14.0
181,4.0
182,18.0
182,16.0
182,2.0
183,16.0
183,26.0
184,18.0
184,14.0
184,2.0
185,13.0
185,25.0
185,26.0
186,2.0
186,23.0
186,19.0
187,2.0
187,23.0
187,9.0
188,18.0
188,2.0
188,23.0
189,18.0
189,2.0
189,23.0
190,2.0
190,23.0
190,4.0
191,6.0
191,2.0
191,23.0
192,12.0
192,18.0
192,14.0
193,18.0
193,14.0
193,23.0
194,18.0
194,2.0
194,23.0
195,23.0
196,18.0
196,14.0
196,3.0
197,18.0
197,14.0
197,16.0
198,16.0
198,2.0
198,4.0
199,18.0
199,14.0
199,16.0
200,18.0
200,14.0
200,23.0
201,23.0
201,9.0
201,19.0
202,23.0
202,9.0
202,19.0
203,18.0
203,2.0
203,23.0
204,23.0
204,3.0
205,2.0
205,23.0
206,20.0
206,26.0
207,2.0
207,23.0
207,19.0
208,17.0
209,18.0
209,23.0
209,7.0
210,6.0
210,23.0
210,5.0
211,16.0
211,23.0
212,18.0
212,14.0
212,23.0
213,18.0
213,23.0
213,19.0
214,12.0
214,14.0
214,16.0
215,16.0
215,2.0
215,23.0
216,6.0
216,23.0
216,5.0
217,16.0
217,2.0
217,23.0
218,2.0
218,23.0
219,18.0
219,14.0
219,7.0
220,18.0
220,14.0
220,3.0
221,2.0
221,23.0
221,19.0
222,16.0
223,23.0
224,18.0
224,4.0
225,18.0
225,14.0
225,2.0
226,18.0
226,14.0
226,3.0
227,18.0
227,14.0
227,23.0
228,12.0
228,2.0
228,23.0
229,12.0
229,18.0
229,14.0
230,14.0
230,23.0
231,19.0
231,4.0
232,18.0
232,23.0
232,3.0
233,2.0
233,23.0
233,7.0
234,2.0
234,23.0
234,19.0
235,25.0
1451,25.0
235,26.0
1451,26.0
236,18.0
236,16.0
236,2.0
237,12.0
237,14.0
237,21.0
238,12.0
238,14.0
238,16.0
239,2.0
239,23.0
239,19.0
240,12.0
240,14.0
240,16.0
241,12.0
241,18.0
241,9.0
242,23.0
242,7.0
243,2.0
243,23.0
243,19.0
244,18.0
244,2.0
244,23.0
245,18.0
245,14.0
245,7.0
246,2.0
246,23.0
246,19.0
247,12.0
1156,12.0
247,18.0
1156,18.0
247,14.0
1156,14.0
248,18.0
248,23.0
248,3.0
249,18.0
249,14.0
249,23.0
250,12.0
250,18.0
250,14.0
251,2.0
251,23.0
251,4.0
252,6.0
252,2.0
252,23.0
253,23.0
253,4.0
254,23.0
589,23.0
254,19.0
589,19.0
254,4.0
589,4.0
255,18.0
255,14.0
255,23.0
256,18.0
256,16.0
256,23.0
257,18.0
257,2.0
257,23.0
258,16.0
259,16.0
260,18.0
260,14.0
260,23.0
261,25.0
261,26.0
262,16.0
262,26.0
263,18.0
263,2.0
263,23.0
264,2.0
264,23.0
264,4.0
265,16.0
265,2.0
265,23.0
266,16.0
266,23.0
267,18.0
267,16.0
267,2.0
268,12.0
268,18.0
268,14.0
269,16.0
269,26.0
270,25.0
271,18.0
271,14.0
271,7.0
272,23.0
272,19.0
272,3.0
273,17.0
273,6.0
273,5.0
274,16.0
274,2.0
274,23.0
275,2.0
275,23.0
276,14.0
276,3.0
277,12.0
277,18.0
277,14.0
278,12.0
278,18.0
278,14.0
279,25.0
280,2.0
280,23.0
280,9.0
281,23.0
281,21.0
282,23.0
282,5.0
282,26.0
283,18.0
283,14.0
283,3.0
284,23.0
285,12.0
285,23.0
285,26.0
286,18.0
286,14.0
286,23.0
287,23.0
287,9.0
287,19.0
288,16.0
288,23.0
288,26.0
289,16.0
290,23.0
291,18.0
291,2.0
291,23.0
292,14.0
292,16.0
292,2.0
293,16.0
293,7.0
293,26.0
294,14.0
294,23.0
294,21.0
295,2.0
295,23.0
296,16.0
296,23.0
297,16.0
298,18.0
298,2.0
298,4.0
299,23.0
299,9.0
299,19.0
300,6.0
300,23.0
300,24.0
301,23.0
301,19.0
301,4.0
302,23.0
302,3.0
302,4.0
303,18.0
303,4.0
304,16.0
305,16.0
305,23.0
306,12.0
306,2.0
306,23.0
307,16.0
307,21.0
307,3.0
308,12.0
308,16.0
308,26.0
310,23.0
310,7.0
310,9.0
311,18.0
311,23.0
312,12.0
312,23.0
312,7.0
313,23.0
313,19.0
313,3.0
314,18.0
314,23.0
314,3.0
315,16.0
316,14.0
316,23.0
316,21.0
317,23.0
317,21.0
318,23.0
318,7.0
318,3.0
319,14.0
319,9.0
319,4.0
320,18.0
320,14.0
320,2.0
321,18.0
321,14.0
321,23.0
322,23.0
322,7.0
322,9.0
323,2.0
323,23.0
323,19.0
324,18.0
324,16.0
324,10.0
325,16.0
325,23.0
326,16.0
326,2.0
326,23.0
327,12.0
327,14.0
327,21.0
328,23.0
328,5.0
328,26.0
329,21.0
576,21.0
329,7.0
576,7.0
329,20.0
576,20.0
330,23.0
330,7.0
330,9.0
331,2.0
331,23.0
332,18.0
332,14.0
332,23.0
333,16.0
333,23.0
333,26.0
334,2.0
2491,2.0
334,23.0
2491,23.0
334,4.0
2491,4.0
335,12.0
335,18.0
335,14.0
336,9.0
336,3.0
337,12.0
337,18.0
337,14.0
338,18.0
338,2.0
338,23.0
339,16.0
340,18.0
340,2.0
340,23.0
341,16.0
341,9.0
342,16.0
342,23.0
342,26.0
343,2.0
343,23.0
343,19.0
344,14.0
344,23.0
344,9.0
345,19.0
345,4.0
346,18.0
346,2.0
346,23.0
347,23.0
347,8.0
348,12.0
348,16.0
348,23.0
349,2.0
349,23.0
349,19.0
350,18.0
350,14.0
350,23.0
351,12.0
351,14.0
351,16.0
352,23.0
352,9.0
352,19.0
353,18.0
353,14.0
353,16.0
354,16.0
354,23.0
354,26.0
355,18.0
355,16.0
355,2.0
356,12.0
356,14.0
356,16.0
357,23.0
357,5.0
357,4.0
358,18.0
358,23.0
358,7.0
359,16.0
359,23.0
359,8.0
360,18.0
360,23.0
361,23.0
361,19.0
361,3.0
362,23.0
362,5.0
362,4.0
363,18.0
363,14.0
363,16.0
364,23.0
364,3.0
364,4.0
365,18.0
365,16.0
365,2.0
366,2.0
366,23.0
366,4.0
367,16.0
367,23.0
367,26.0
368,23.0
368,4.0
369,23.0
369,11.0
369,26.0
370,2.0
370,23.0
371,9.0
371,3.0
371,4.0
372,16.0
372,2.0
372,23.0
373,6.0
373,23.0
374,23.0
374,7.0
374,9.0
375,16.0
375,23.0
375,7.0
376,6.0
376,23.0
376,5.0
377,23.0
377,4.0
378,21.0
378,7.0
378,20.0
379,18.0
379,14.0
379,7.0
380,16.0
380,23.0
380,26.0
381,18.0
381,2.0
381,4.0
382,23.0
382,26.0
382,8.0
383,16.0
383,23.0
384,2.0
384,23.0
384,19.0
385,16.0
385,26.0
386,16.0
386,2.0
387,16.0
387,2.0
387,26.0
388,16.0
388,23.0
388,21.0
389,23.0
389,7.0
389,19.0
390,18.0
390,3.0
390,4.0
391,16.0
391,26.0
392,18.0
392,2.0
392,23.0
393,16.0
393,23.0
393,24.0
394,16.0
395,18.0
395,14.0
395,7.0
396,6.0
396,2.0
396,23.0
397,2.0
397,23.0
397,5.0
398,23.0
398,21.0
398,26.0
399,14.0
399,16.0
399,23.0
400,16.0
400,23.0
401,13.0
401,25.0
402,17.0
402,2.0
402,5.0
403,23.0
403,4.0
404,23.0
405,12.0
405,14.0
405,21.0
406,2.0
406,23.0
406,19.0
407,2.0
407,19.0
407,4.0
408,13.0
408,25.0
409,16.0
409,23.0
409,20.0
410,18.0
410,14.0
410,3.0
411,16.0
411,23.0
412,14.0
412,23.0
412,5.0
413,25.0
414,16.0
414,2.0
414,23.0
415,14.0
415,16.0
415,25.0
416,18.0
416,2.0
416,4.0
417,23.0
417,26.0
418,18.0
418,3.0
418,4.0
419,21.0
419,7.0
419,19.0
420,2.0
420,23.0
420,4.0
421,12.0
421,14.0
421,16.0
422,6.0
422,16.0
423,16.0
423,11.0
424,14.0
424,16.0
424,23.0
425,14.0
425,16.0
425,26.0
426,18.0
426,2.0
426,23.0
427,16.0
427,23.0
427,3.0
428,23.0
429,18.0
429,14.0
429,6.0
430,16.0
430,9.0
431,12.0
431,18.0
431,14.0
432,18.0
432,14.0
432,23.0
433,23.0
433,26.0
434,6.0
434,2.0
434,23.0
436,16.0
437,23.0
437,19.0
437,26.0
438,16.0
438,23.0
439,2.0
2060,2.0
439,23.0
2060,23.0
439,19.0
2060,19.0
440,23.0
440,19.0
440,3.0
441,16.0
441,26.0
442,2.0
442,23.0
442,4.0
443,23.0
443,9.0
443,11.0
444,12.0
444,14.0
444,16.0
445,18.0
445,14.0
445,7.0
446,6.0
446,16.0
446,23.0
447,12.0
447,18.0
447,14.0
448,2.0
448,23.0
448,19.0
449,2.0
449,23.0
449,4.0
450,6.0
450,16.0
450,23.0
451,25.0
452,23.0
452,9.0
452,4.0
453,18.0
453,6.0
453,23.0
454,14.0
454,23.0
454,19.0
455,16.0
455,20.0
456,12.0
456,14.0
456,23.0
457,16.0
457,26.0
458,12.0
458,18.0
458,16.0
459,16.0
459,21.0
460,18.0
460,14.0
460,16.0
461,23.0
461,7.0
461,3.0
462,18.0
462,9.0
462,3.0
463,23.0
2316,23.0
463,9.0
2316,9.0
464,25.0
465,12.0
465,18.0
465,14.0
466,18.0
466,7.0
466,4.0
467,23.0
467,21.0
467,7.0
468,18.0
468,14.0
468,23.0
469,23.0
469,19.0
469,3.0
470,18.0
470,2.0
470,7.0
471,18.0
471,14.0
471,7.0
472,12.0
472,18.0
472,23.0
473,18.0
473,7.0
473,19.0
474,14.0
474,3.0
475,2.0
475,23.0
475,4.0
476,18.0
476,16.0
476,9.0
477,23.0
478,16.0
478,21.0
479,9.0
479,19.0
479,4.0
480,18.0
480,2.0
480,23.0
481,23.0
481,7.0
481,3.0
482,12.0
482,16.0
482,23.0
483,18.0
483,16.0
483,2.0
484,12.0
484,18.0
484,14.0
485,14.0
485,23.0
485,7.0
486,18.0
486,6.0
486,23.0
487,6.0
487,2.0
487,23.0
488,18.0
488,16.0
488,21.0
489,23.0
489,19.0
489,3.0
490,6.0
490,23.0
491,12.0
491,18.0
491,14.0
492,16.0
493,18.0
493,14.0
493,23.0
494,16.0
494,23.0
494,26.0
495,23.0
495,5.0
496,18.0
496,2.0
496,23.0
497,18.0
497,14.0
497,2.0
498,16.0
499,23.0
499,7.0
499,9.0
500,14.0
500,16.0
500,2.0
501,18.0
501,23.0
501,7.0
502,2.0
502,23.0
502,7.0
503,23.0
503,21.0
504,16.0
504,2.0
504,23.0
505,14.0
505,23.0
505,5.0
506,2.0
506,23.0
507,18.0
507,14.0
507,3.0
508,12.0
508,14.0
508,16.0
509,2.0
990,2.0
509,23.0
990,23.0
509,19.0
990,19.0
510,23.0
510,19.0
510,4.0
511,18.0
511,23.0
511,4.0
512,2.0
512,23.0
512,19.0
513,14.0
513,23.0
513,21.0
514,17.0
514,6.0
514,5.0
515,18.0
515,2.0
515,23.0
516,18.0
516,16.0
516,23.0
517,18.0
517,14.0
517,16.0
518,6.0
518,2.0
518,23.0
519,18.0
519,19.0
519,4.0
520,0.0
520,21.0
521,2.0
521,23.0
521,5.0
522,14.0
522,16.0
522,23.0
523,23.0
523,9.0
523,4.0
524,12.0
524,18.0
524,23.0
525,14.0
525,16.0
525,7.0
526,23.0
527,18.0
527,2.0
527,7.0
528,23.0
528,19.0
528,3.0
529,14.0
529,23.0
529,19.0
530,18.0
530,14.0
530,16.0
531,6.0
531,23.0
531,5.0
532,12.0
5169,12.0
532,18.0
5169,18.0
532,14.0
5169,14.0
533,23.0
533,9.0
533,4.0
534,18.0
534,14.0
534,7.0
535,16.0
535,25.0
536,16.0
537,23.0
537,8.0
538,18.0
538,4.0
539,12.0
539,14.0
539,16.0
540,18.0
540,14.0
540,2.0
541,23.0
541,19.0
541,26.0
542,9.0
542,4.0
543,23.0
543,7.0
543,9.0
544,16.0
544,9.0
545,23.0
546,16.0
546,23.0
546,4.0
547,18.0
547,14.0
547,16.0
548,12.0
548,18.0
548,16.0
549,18.0
549,23.0
549,4.0
550,23.0
550,7.0
550,9.0
551,18.0
551,14.0
551,21.0
552,25.0
553,16.0
553,23.0
554,16.0
554,23.0
554,26.0
555,9.0
556,17.0
557,6.0
557,23.0
558,12.0
558,14.0
558,16.0
559,18.0
559,2.0
559,23.0
560,12.0
560,18.0
560,14.0
561,16.0
561,26.0
562,18.0
562,14.0
562,4.0
563,2.0
563,19.0
563,3.0
564,12.0
564,18.0
564,14.0
565,18.0
565,14.0
565,7.0
566,23.0
566,26.0
567,2.0
567,23.0
567,7.0
568,18.0
568,16.0
568,26.0
569,18.0
569,16.0
569,2.0
570,14.0
570,6.0
570,23.0
571,16.0
571,3.0
572,6.0
572,23.0
572,5.0
573,18.0
573,23.0
573,4.0
574,23.0
574,26.0
574,10.0
575,12.0
575,16.0
575,23.0
329,12.0
576,12.0
577,12.0
577,14.0
577,16.0
578,12.0
578,14.0
578,16.0
579,14.0
579,7.0
579,3.0
580,16.0
580,26.0
581,2.0
581,9.0
581,19.0
582,6.0
582,2.0
582,23.0
583,23.0
583,21.0
583,24.0
584,16.0
584,23.0
584,7.0
585,6.0
585,23.0
586,12.0
586,18.0
586,2.0
587,18.0
587,14.0
587,3.0
588,16.0
254,18.0
589,18.0
254,9.0
589,9.0
590,18.0
590,14.0
590,3.0
591,2.0
591,23.0
592,18.0
592,14.0
592,23.0
593,12.0
593,18.0
593,14.0
594,23.0
594,4.0
595,23.0
595,11.0
595,26.0
596,23.0
596,9.0
596,19.0
597,23.0
597,8.0
598,25.0
598,26.0
599,12.0
599,18.0
599,14.0
600,23.0
600,26.0
601,12.0
601,23.0
601,21.0
602,16.0
603,23.0
603,9.0
603,3.0
604,6.0
604,23.0
604,26.0
605,18.0
605,9.0
605,19.0
606,23.0
606,3.0
606,4.0
607,12.0
607,18.0
607,14.0
608,23.0
609,9.0
609,4.0
610,18.0
610,14.0
610,16.0
611,2.0
4126,2.0
611,23.0
4126,23.0
611,4.0
4126,4.0
612,16.0
612,26.0
613,23.0
613,7.0
613,19.0
614,23.0
614,21.0
614,25.0
615,18.0
615,4.0
616,12.0
616,14.0
616,16.0
617,23.0
618,16.0
618,23.0
619,18.0
619,23.0
619,5.0
620,12.0
2689,12.0
620,18.0
2689,18.0
620,16.0
2689,16.0
621,14.0
621,6.0
621,23.0
622,12.0
622,18.0
