director_id,movie_id,person_id
1912,1751,-
1913,1752,-
1914,1753,94
1915,1754,10621
1916,1754,14036
1917,1754,628
1918,1755,-
1919,1756,-
19,1757,5323
1921,1758,14193
1922,1759,10721
1923,17,-
1924,1761,18018
1925,1762,-
1926,1763,85
1927,1764,8951
1928,1765,19388
1929,1766,19465
19,1767,14131
1931,1768,19552
1932,1769,-
1933,17,3158
1934,1771,-
1935,1772,206
1936,1773,-
1937,1774,-
1938,1775,12849
1939,1776,-
19,1777,-
1941,1778,20295
1942,1779,183
1943,17,103
1944,1781,8538
1945,1782,1503
1946,1783,5117
1947,1784,52
1948,1785,201
1949,1786,1985
19,1787,-
1951,1788,2777
1952,1789,8315
1953,17,-
1954,1791,15373
1955,1792,4193
1956,1793,19196
1957,1794,-
1958,1795,6718
1959,1796,2119
19,1797,121
1961,1798,4726
1962,1799,879
1963,18,16458
1964,1801,-
1965,1802,6852
1966,1803,12032
1967,1803,13923
1968,1804,-
1969,1805,4145
19,1806,16012
1971,1807,-
1972,1808,-
1973,1809,13271
1974,18,8088
1975,1811,-
1976,1812,18646
1977,1813,8475
1978,1814,13799
1979,1815,-
19,1816,-
1981,1817,-
1982,1818,-
1983,1819,1714
1984,18,18169
1985,1821,-
1986,1822,-
1987,1823,13357
1988,1824,19437
1989,1825,-
19,1826,-
1991,1827,-
1992,1828,-
1993,1829,-
1994,18,828
1995,1831,-
1996,1832,-
1997,1833,12753
1998,1834,-
1999,1835,-
20,1836,13474
2001,1837,-
2002,1838,11214
2003,1838,11912
2004,1838,16612
2005,1838,19673
2006,1838,21007
2007,1838,6467
2008,1838,20184
2009,1838,5126
20,1838,4298
2011,1838,7138
2012,1838,7489
2013,1838,16454
2014,1838,13267
2015,1838,6993
2016,1838,8855
2017,1838,13071
2018,1838,5367
2019,1838,12028
20,1838,21004
2021,1838,3131
2022,1838,20734
2023,1838,6727
2024,1838,6789
2025,1838,20166
2026,1838,12359
2027,1838,20
2028,1838,14818
2029,1839,-
20,18,7467
2031,1841,200
2032,1842,1485
2033,1843,-
2034,1844,6444
2035,1845,-
2036,1846,-
2037,1847,-
2038,1848,-
2039,1849,4571
20,18,-
2041,1851,10616
2042,1852,-
2043,1853,8338
2044,1853,95
2045,1854,-
2046,1855,-
2047,1856,-
2048,1857,7878
2049,1859,-
20,18,-
2051,1861,-
2052,1862,1831
2053,1863,-
2054,741,-
2055,1864,-
2056,1865,15625
2057,1866,-
2058,1867,-
2059,1868,16916
20,1868,10269
2061,1868,8828
2062,1868,15911
2063,1869,9085
2064,1869,7089
2065,18,-
2066,1872,176
2067,1873,-
2068,1874,13009
2069,1875,10164
20,1876,117
2071,1877,14004
2072,1878,20099
2073,1879,19959
2074,18,10791
2075,1881,-
2076,1882,15482
2077,1883,-
2078,1884,-
2079,1885,-
20,1886,13707
2081,1886,8402
2082,1887,-
2083,1888,-
2084,1889,-
2085,18,-
2086,51,-
2087,1891,3631
2088,1892,-
2089,1893,16627
20,1894,-
2091,1895,-
2092,1896,-
2093,1897,-
2094,1898,-
2095,1899,-
2096,19,-
2097,1901,-
2098,1902,-
2099,1903,-
21,1904,-
2101,1905,-
2102,1906,15087
2103,1907,-
2104,1908,-
2105,1909,621
2106,19,-
2107,1911,-
2108,1912,20657
2109,1913,16633
21,1914,-
2111,1915,-
2112,1916,-
2113,1917,-
2114,1918,-
2115,1919,-
2116,19,10748
2117,1921,5302
2118,1922,11657
2119,1923,-
21,1924,-
2121,1925,-
2122,1926,3182
2123,1927,16102
2124,1928,-
2125,1929,7467
2126,19,-
2127,1931,-
2128,1932,20099
2129,1933,-
21,1934,8448
2131,1935,79
2132,1936,9458
2133,1937,12615
2134,1938,-
2135,1939,545
2136,19,-
2137,1941,-
2138,1942,140
2139,1943,-
21,1944,-
2141,1945,67
2142,1946,-
2143,1947,13098
2144,1948,7605
2145,1949,-
2146,19,-
2147,1951,-
2148,1952,-
2149,1953,-
21,1954,20255
2151,1955,8909
2152,1956,-
2153,1957,-
2154,1958,-
2155,1959,15471
2156,19,11944
2157,19,153
2158,1961,101
2159,1962,-
21,1963,-
2161,1964,19087
2162,1965,5779
2163,1966,-
2164,1967,20033
2165,1967,9218
2166,1968,-
2167,1969,17355
2168,19,-
2169,1971,11711
21,1972,-
2171,1973,19384
2172,1974,-
2173,1975,-
2174,1976,19414
2175,1977,1691
2176,1978,10005
2177,1979,15911
2178,19,-
2179,1981,18961
21,1982,8092
2181,1983,10472
2182,1984,13137
2183,1985,20607
2184,1986,-
2185,1987,-
2186,1988,-
2187,1989,-
2188,19,9279
2189,1991,8092
21,1992,13153
2191,1993,-
2192,1994,-
2193,1995,-
2194,1996,3469
2195,1997,8187
2196,1998,-
2197,1999,46
2198,1999,859
2199,20,-
22,2001,-
2201,2002,17242
2202,2003,-
2203,2004,14911
2204,2005,-
2205,2006,5703
2206,2007,13019
2207,2008,-
2208,2009,210
2209,20,-
22,2011,3814
2211,2012,18969
2212,4906,18969
2213,2013,15533
2214,2014,1387
2215,2015,-
2216,2016,-
2217,2017,20375
2218,2018,14213
2219,2019,3247
22,20,-
2221,2021,-
2222,2022,-
2223,2023,-
2224,2024,-
2225,2025,-
2226,2026,5571
2227,2027,19373
2228,2027,4065
2229,2027,2693
22,2028,-
2231,2029,-
2232,20,-
2233,2031,15815
2234,2032,-
2235,2033,15147
2236,2034,199
2237,2035,-
2238,2036,-
2239,2037,-
22,2038,119
2241,2039,-
2242,20,-
2243,2041,-
2244,2042,-
2245,2043,17687
2246,2044,-
2247,2045,13071
2248,2046,-
2249,2047,-
22,2048,6218
2251,2048,12792
2252,2049,7671
2253,20,178
2254,2051,8579
2255,5436,8579
2256,2052,147
2257,2053,2584
2258,2053,9817
2259,2054,19216
22,2055,1502
2261,2056,86
2262,2057,-
2263,2058,49
2264,2058,8854
2265,2058,7543
2266,2059,4513
2267,20,-
2268,4,16002
2269,2061,16002
22,2062,-
2271,5788,-
2272,2063,12063
2273,2064,-
2274,2065,16047
2275,2066,3899
2276,2067,11124
2277,2068,-
2278,2069,12056
2279,20,-
22,2071,-
2281,2072,16019
2282,2073,-
2283,2074,12853
2284,2075,4541
2285,2076,-
2286,2077,-
2287,2078,10366
2288,2079,17576
2289,20,-
22,2081,-
2291,2082,20657
2292,2083,-
2293,2084,18382
2294,2085,5944
2295,2086,-
2296,2087,-
2297,2088,-
2298,2089,12056
2299,20,19335
23,2091,-
2301,2092,-
2302,2093,-
2303,2094,-
2304,2095,19412
2305,2096,-
2306,2097,5758
2307,2098,-
2308,2099,798
2309,21,-
23,2101,-
2311,2102,20438
2312,2103,-
2313,2104,130
2314,2105,-
2315,2106,-
2316,2107,-
2317,2108,5599
2318,2109,-
2319,21,179
23,2111,3969
2321,2111,3507
2322,2112,-
2323,2113,-
2324,2114,-
2325,2115,-
2326,2116,17402
2327,2117,-
2328,2118,7638
2329,2118,11775
23,2118,9165
2331,2119,-
2332,21,16209
2333,2121,-
2334,2122,-
2335,2123,6342
2336,2124,1229
2337,2125,17331
2338,2126,-
2339,2127,-
23,2128,1387
2341,2129,12428
2342,21,8589
2343,2131,14245
2344,2132,5932
2345,2133,2263
2346,2133,1405
2347,2134,68
2348,2134,4073
2349,2134,12961
23,2134,15958
2351,2134,161
2352,2135,19007
2353,2136,12238
2354,2137,3
2355,2138,-
2356,2139,9834
2357,21,35
2358,2141,12056
2359,2142,18007
23,2143,70
2361,2144,-
2362,2145,12523
2363,2146,3305
2364,2147,8818
2365,2148,826
2366,2149,-
2367,21,-
2368,2151,16317
2369,5239,16317
23,2152,3131
2371,2153,-
2372,2154,5331
2373,2155,13607
2374,2156,-
2375,2157,-
2376,2158,15185
2377,2159,-
2378,21,12774
2379,2161,14786
23,2162,-
2381,2163,11612
2382,2164,-
2383,2165,-
2384,2166,-
2385,2167,-
2386,2168,-
2387,2169,-
2388,21,-
2389,2171,-
23,2172,-
2391,2173,-
2392,2174,17459
2393,2175,6578
2394,2175,5498
2395,2176,-
2396,2177,11137
2397,2178,1708
2398,2179,11387
2399,21,-
24,2181,2086
2401,2182,-
2402,2183,19388
2403,2184,79
2404,2185,11491
2405,2185,19941
2406,2186,-
2407,2187,-
2408,2188,17544
2409,2189,-
24,21,-
2411,2191,-
2412,2192,16185
2413,2193,8681
2414,2194,4356
2415,2195,-
2416,2196,-
2417,2197,16553
2418,2198,-
2419,2199,13533
24,22,-
2421,2201,3543
2422,2202,15229
2423,2203,16729
2424,2204,17099
2425,2205,11526
2426,2205,9709
2427,2206,-
2428,2207,-
2429,2208,-
24,2209,-
2431,22,14979
2432,2211,-
2433,2212,16144
2434,2213,15141
2435,2213,10443
2436,2214,-
2437,2215,-
2438,2216,684
2439,2217,-
24,2218,-
2441,2219,2969
2442,22,12694
2443,2221,-
2444,2222,-
2445,2223,15078
2446,2224,-
2447,2225,8112
2448,2226,-
2449,2227,-
24,2228,-
2451,2229,-
2452,22,19014
2453,2231,11459
2454,2232,-
2455,2233,12299
2456,2234,4223
2457,2235,-
2458,2236,-
2459,2237,-
24,2238,16726
2461,2239,-
2462,22,-
2463,2241,10582
2464,2242,13719
2465,2243,2518
2466,2244,15117
2467,2245,-
2468,2246,17989
2469,2246,1686
24,2246,18686
2471,2246,17955
2472,2246,5367
2473,2246,6727
2474,2247,5529
2475,2248,-
2476,2249,-
2477,22,97
2478,2251,2601
2479,2252,-
24,2253,8703
2481,2254,16394
2482,2255,9346
2483,2256,7338
2484,2257,-
2485,2258,117
2486,2259,-
2487,22,-
2488,2261,-
2489,2262,117
24,2263,16336
2491,2264,69
2492,2265,-
2493,2266,17138
2494,2267,18062
2495,2268,-
2496,2269,17769
2497,2269,9175
2498,22,-
2499,2271,13441
25,2272,-
2501,2273,-
2502,2274,-
2503,2275,-
2504,2276,5981
2505,2277,9926
2506,2278,20644
2507,2279,1629
2508,22,2049
2509,2281,-
25,2282,4401
2511,2283,-
2512,2284,-
2513,2285,2538
2514,2286,-
2515,2287,20603
2516,2288,171
2517,2289,-
2518,22,-
2519,2291,7847
25,2292,-
2521,2293,-
2522,2294,-
2523,2295,-
2524,2296,-
2525,2297,-
2526,2298,-
2527,2299,-
2528,23,-
2529,2301,548
25,2302,-
2531,2303,-
2532,2304,1896
2533,2305,5405
2534,2306,4314
2535,2307,-
2536,2308,16031
2537,2309,-
2538,23,-
2539,2311,-
25,2312,15719
2541,2313,-
2542,2314,7925
2543,2315,15825
2544,2316,-
2545,464,-
2546,2317,-
2547,2318,366
2548,2318,11765
2549,2319,-
25,23,-
2551,2321,-
2552,2322,9422
2553,1655,9834
2554,2323,9834
2555,2324,-
2556,2325,-
2557,2326,7512
2558,2327,-
2559,2328,5494
25,2329,14494
2561,23,20435
2562,2331,-
2563,2332,-
2564,2333,7369
2565,2334,5801
2566,2335,-
2567,2336,148
2568,2336,6154
2569,2336,43
25,2337,-
2571,2338,-
2572,2339,6157
2573,23,10591
2574,2341,-
2575,2342,-
2576,2343,252
2577,2344,-
2578,2345,130
2579,2346,8909
25,2347,-
2581,2348,1158
2582,2349,10289
2583,23,-
2584,2351,-
2585,2352,-
2586,2353,-
2587,2354,-
2588,2355,798
2589,2356,-
25,2357,-
2591,2358,-
2592,2359,15142
2593,23,-
2594,2361,-
2595,2362,5586
2596,2363,-
2597,2364,-
2598,2365,19865
2599,2366,20876
26,2366,20428
2601,2366,6134
2602,2367,8855
2603,2368,-
2604,2369,-
2605,23,-
2606,2371,-
2607,2372,12327
2608,2373,5083
2609,2373,10558
26,2374,-
2611,2375,-
2612,2376,8172
2613,2377,-
2614,2378,101
2615,2379,15417
2616,23,16631
2617,5107,16631
2618,2381,-
2619,2382,18089
26,2383,20566
2621,2384,13528
2622,2385,13102
2623,2386,-
2624,2387,-
2625,2388,-
2626,2389,-
2627,23,6224
2628,2391,20963
2629,2392,19331
26,2392,6123
2631,2393,-
2632,2394,14403
2633,2395,31
2634,2395,19141
2635,2396,1808
2636,2396,35
2637,2396,18792
2638,2397,173
2639,2398,-
26,2399,19254
2641,24,-
2642,2401,18835
2643,2402,14931
2644,2403,20872
2645,2404,-
2646,2405,80
2647,2406,5277
2648,2407,14057
2649,2408,17192
26,2409,-
2651,24,73
2652,2411,101
2653,2412,-
2654,2413,-
2655,2414,-
2656,2415,-
2657,2416,11427
2658,2417,12457
2659,2418,113
26,2419,-
2661,24,114
2662,2421,15911
2663,2422,-
2664,2423,128
2665,2423,3768
2666,2424,5541
2667,2425,-
2668,2426,10525
2669,2427,17587
26,2428,16342
2671,2429,-
2672,24,19902
2673,2431,13127
2674,2432,-
2675,2433,-
2676,2434,5324
2677,2435,-
2678,2436,-
2679,2437,-
26,2438,-
2681,2439,9157
2682,24,12672
2683,2441,8307
2684,2442,-
2685,2443,-
2686,2444,9271
2687,2444,6295
2688,2445,-
2689,2446,-
26,2447,-
2691,2448,-
2692,2449,-
2693,24,3813
2694,24,10443
2695,2451,6937
2696,2452,16512
2697,2452,159
2698,2453,-
2699,2454,12566
27,2455,19744
2701,2456,-
2702,2457,-
2703,2458,-
2704,2459,9334
2705,24,-
2706,2461,-
2707,2462,-
2708,2463,-
2709,2464,18855
27,968,118
2711,2465,118
2712,2466,94
2713,2467,-
2714,2468,9497
2715,2469,-
2716,24,18097
2717,2471,20657
2718,2472,-
2719,2473,2777
27,2474,-
2721,2475,-
2722,2476,10118
2723,2477,-
2724,2478,14654
2725,2479,-
2726,24,13338
2727,2481,-
2728,2482,-
2729,2483,-
27,2585,-
2731,2484,161
2732,2485,20882
2733,2486,-
2734,2487,-
2735,2488,9512
2736,2489,14875
2737,2489,9355
2738,24,-
2739,2491,116
27,335,10383
2741,2492,10383
2742,2493,17589
2743,2494,13557
2744,2494,70
2745,2495,-
2746,2496,-
2747,2497,42
2748,2498,-
2749,2499,-
27,25,-
2751,2501,6069
2752,2502,-
2753,2503,-
2754,2504,10337
2755,2505,-
2756,2506,-
2757,1222,-
2758,2507,-
2759,2508,17771
27,2509,818
2761,25,-
2762,2511,-
2763,2512,-
2764,2513,12886
2765,2514,-
2766,2515,16194
2767,2516,-
2768,2517,-
2769,2518,-
27,2519,-
2771,25,14654
2772,2521,-
2773,2522,-
2774,2523,-
2775,2524,-
2776,2525,-
2777,2526,512
2778,2527,16315
2779,2528,-
27,2725,-
2781,2529,74
2782,25,13548
2783,2531,-
2784,2532,11953
2785,2533,-
2786,2534,-
2787,2535,-
2788,2536,12818
2789,2537,-
27,2538,14799
2791,2539,9992
2792,25,16734
2793,2541,-
2794,2542,5928
2795,2543,-
2796,2544,20893
2797,2545,-
2798,2546,1926
2799,2547,12436
28,2548,-
2801,2549,8242
2802,25,-
2803,2551,-
2804,2552,-
2805,2553,491
2806,2554,-
2807,2555,-
2808,2556,-
2809,2557,-
28,2558,-
2811,2559,10816
2812,25,-
2813,2561,-
2814,2562,1306
2815,2563,17508
2816,2564,18969
2817,2565,5864
2818,2566,-
2819,2567,98
28,2567,13627
2821,2568,-
2822,2569,-
2823,25,-
2824,2571,13857
2825,2572,-
2826,2573,-
2827,2574,14411
2828,2575,-
2829,2576,5906
28,2577,-
2831,2578,-
2832,2579,-
2833,25,-
2834,2581,-
2835,2582,-
2836,2583,-
2837,906,3394
2838,2584,3394
2839,906,15576
28,2584,15576
2841,2586,2253
2842,2587,133
2843,2588,326
2844,2588,16601
2845,2589,15719
2846,25,19748
2847,25,14184
2848,2591,-
2849,2592,18599
28,2593,7151
2851,2594,-
2852,2595,3787
2853,2595,2003
2854,2596,8317
2855,2597,13811
2856,2598,135
2857,2599,-
2858,26,5553
2859,2601,-
28,2602,20302
2861,2603,-
2862,2604,8112
2863,2605,19616
2864,2606,9997
2865,2607,-
2866,2608,-
2867,2609,8352
2868,2609,18733
2869,26,1015
28,2611,4495
2871,2612,2674
2872,2613,-
2873,2614,-
2874,2615,10094
2875,2616,5126
2876,2617,-
2877,2618,-
2878,2619,12419
2879,26,13389
28,2621,3521
2881,2622,9677
2882,2623,-
2883,2624,714
2884,2625,-
2885,2626,-
2886,2627,13942
2887,2628,6728
2888,2629,-
2889,26,5476
28,26,741
2891,2631,-
2892,2632,3415
2893,2633,3778
2894,2634,19374
2895,2635,13922
2896,2636,-
2897,2637,-
2898,2638,-
2899,2639,10008
29,26,-
2901,2641,-
2902,2642,19097
2903,2643,3809
2904,2644,8076
2905,2645,10733
2906,2645,1034
2907,2646,-
2908,2647,-
2909,2648,-
29,2649,-
2911,26,-
2912,2651,-
2913,2652,-
2914,2653,-
2915,2654,-
2916,2655,17131
2917,2656,98
2918,2657,15314
2919,2658,12478
29,2659,-
2921,26,19702
2922,2661,-
2923,2662,3616
2924,2663,583
2925,2664,-
2926,2665,7913
2927,2666,14487
2928,2667,16814
2929,2668,19388
29,2669,-
2931,26,3787
2932,2671,6439
2933,2671,14525
2934,2671,14098
2935,2672,-
2936,2673,10221
2937,2674,16832
2938,2674,5203
2939,2675,-
29,2676,2777
2941,2677,-
2942,2678,18908
2943,2679,-
2944,26,16677
2945,2681,-
2946,2682,12122
2947,2683,-
2948,2684,-
2949,2685,-
29,2686,18559
2951,2686,15952
2952,2687,-
2953,2688,-
2954,2689,19317
2955,2691,-
2956,2692,18725
2957,2693,17636
2958,2694,5712
2959,2695,-
29,2696,-
2961,2697,-
2962,2698,15766
2963,2699,7941
2964,27,153
2965,2701,12262
2966,2702,11434
2967,2703,819
2968,2704,-
2969,2705,-
29,2706,-
2971,2707,4643
2972,1418,-
2973,2708,-
2974,2709,13135
2975,2711,-
2976,2712,5185
2977,2713,25
2978,2714,-
2979,2715,-
29,2716,17686
2981,2717,-
2982,2718,-
2983,2719,-
2984,27,10112
2985,2721,-
2986,2722,-
2987,2723,-
2988,2724,3158
2989,2528,4205
29,2725,4205
2991,2726,-
2992,2727,7864
2993,2728,-
2994,2729,-
2995,27,12
2996,2731,-
2997,2732,-
2998,2733,-
2999,2734,-
30,2735,-
3001,2736,14126
3002,2737,2673
3003,2738,2326
3004,2739,-
3005,27,-
3006,2741,-
3007,2742,-
3008,2743,2303
3009,2744,-
30,2745,-
3011,2746,-
3012,2747,-
3013,2748,-
3014,2749,-
3015,27,-
3016,2751,-
3017,2752,-
3018,2753,-
3019,2754,188
30,2755,18296
3021,2756,144
3022,2757,2975
3023,2758,-
3024,2759,7512
3025,27,19669
3026,2761,707
3027,2762,-
3028,2763,6655
3029,2764,18944
30,2765,4427
3031,2766,2094
3032,2766,5294
3033,2767,9676
3034,2768,206
3035,2769,1849
3036,27,973
3037,2771,6598
3038,2772,3131
3039,2773,8469
30,2774,-
3041,2775,-
3042,2776,10791
3043,2777,12901
3044,2778,5481
3045,2779,20912
3046,2779,6297
3047,27,-
3048,2781,4354
3049,2782,-
30,2783,-
3051,2784,-
3052,2785,6638
3053,2786,-
3054,2787,-
3055,2788,7878
3056,2789,-
3057,27,10471
3058,27,10351
3059,2791,-
30,2792,20117
3061,2792,13179
3062,2793,-
3063,2794,204
3064,2795,-
3065,2796,4763
3066,2797,15019
3067,2797,6471
3068,2797,20787
3069,2797,4904
30,2798,-
3071,2799,-
3072,28,185
3073,2801,16038
3074,2802,-
3075,3271,-
3076,2803,30
3077,2804,-
3078,2805,14418
3079,2806,20817
30,2807,13343
3081,2807,59
3082,2414,15531
3083,2809,80
3084,28,1005
3085,2811,-
3086,2812,-
3087,2813,4803
3088,2814,7168
3089,2815,-
30,2816,18863
3091,2817,4889
3092,2818,6233
3093,2819,25
3094,28,-
3095,2821,2639
3096,2822,-
3097,2823,3326
3098,2824,-
3099,2825,15531
31,2826,4005
3101,2827,5386
3102,2827,12159
3103,2828,-
3104,2829,-
3105,28,179
3106,2831,-
3107,2832,-
3108,2833,-
3109,2834,17747
31,2835,70
3111,2836,-
3112,2837,-
3113,2838,19224
3114,2839,4303
3115,28,-
3116,2841,1487
3117,2842,2867
3118,2843,-
3119,2844,-
31,2845,4804
3121,2846,-
3122,2847,-
3123,2848,11328
3124,2849,20503
3125,28,5405
3126,2851,-
3127,2852,726
3128,2852,12126
3129,2853,13427
31,2854,-
3131,2855,-
3132,2856,2296
3133,2857,925
3134,2858,-
3135,2859,10271
3136,28,20317
3137,2861,-
3138,2862,18976
3139,2863,1307
31,2864,-
3141,2865,-
3142,2866,-
3143,2867,17551
3144,2868,101
3145,2869,-
3146,28,-
3147,2871,9966
3148,2872,-
3149,2873,7841
31,2874,14654
3151,2875,3716
3152,2875,18048
3153,2876,18812
3154,2877,10979
3155,6093,10979
3156,2878,9
3157,2879,18673
3158,28,8264
3159,28,10507
31,2881,-
3161,2882,100
3162,2883,4001
3163,2884,4963
3164,2885,-
3165,2886,-
3166,2887,6544
3167,2888,18318
3168,2889,819
3169,28,-
31,2891,-
3171,2892,-
3172,2893,-
3173,2894,19494
3174,2895,11025
3175,2896,6899
3176,2897,-
3177,2898,-
3178,2899,17386
3179,29,20281
31,2901,-
3181,2902,-
3182,2903,-
3183,2904,17329
3184,2905,17806
3185,2906,7441
3186,2907,2308
3187,2908,-
3188,2909,-
3189,29,-
31,2911,1536
3191,2912,20642
3192,2913,-
3193,2914,10631
3194,2915,-
3195,2916,2023
3196,2917,-
3197,2918,-
3198,2919,147
3199,29,15618
32,2921,3043
3201,2922,10608
3202,2923,14246
3203,2924,2443
3204,2925,20491
3205,2926,-
3206,2927,6517
3207,2928,382
3208,2929,-
3209,29,-
32,2931,17186
3211,2932,5301
3212,2933,2542
3213,2934,-
3214,2935,16571
3215,2936,-
3216,2937,-
3217,2938,6583
3218,2938,18659
3219,2939,-
32,29,7701
3221,29,12389
3222,29,18588
3223,29,11173
3224,29,188
3225,2941,1608
3226,2942,18468
3227,2943,42
3228,2944,-
3229,2945,14222
32,2946,61
3231,2946,6752
3232,2946,3203
3233,2946,1214
3234,2946,67
3235,2946,17443
3236,2946,18003
3237,2946,19569
3238,2946,3289
3239,2946,5022
32,2946,15689
3241,2947,2385
3242,2948,-
3243,2949,-
3244,29,5587
3245,2951,11345
3246,2952,-
3247,2953,-
3248,2954,16011
3249,2955,-
32,2956,10081
3251,2957,-
3252,2958,14084
3253,2959,98
3254,29,-
3255,2961,4007
3256,2962,16165
3257,2963,17029
3258,2964,11713
3259,2965,9829
32,2966,7357
3261,2967,-
3262,2968,-
3263,2969,-
3264,29,10118
3265,2971,17687
3266,2972,-
3267,2973,-
3268,2974,-
3269,2975,5802
32,2976,-
3271,2977,-
3272,2978,-
3273,2979,-
3274,29,16071
3275,2981,5894
3276,2982,12645
3277,2983,-
3278,2984,14122
3279,2984,979
32,2985,6942
3281,2986,3291
3282,2987,4606
3283,2988,4297
3284,2989,3659
3285,2989,19494
3286,29,-
3287,2991,192
3288,2992,-
3289,2993,-
32,2994,2068
3291,2995,-
3292,2996,-
3293,2997,18643
3294,2998,-
3295,2999,12658
3296,30,-
3297,3001,-
3298,3002,-
3299,3003,-
33,3004,17181
3301,3005,20644
3302,3006,-
3303,3007,12868
3304,3008,6262
3305,3009,11699
3306,30,-
3307,3011,5855
3308,3012,-
3309,3013,-
33,3014,-
3311,3015,16943
3312,3016,-
3313,3017,-
3314,3018,7951
3315,3019,-
3316,30,-
3317,3021,654
3318,3022,19747
3319,3023,-
33,3024,-
3321,3025,15287
3322,3026,4408
3323,3027,-
3324,3028,4133
3325,3028,3634
3326,3029,17862
3327,30,16081
3328,30,10069
3329,3031,-
33,3032,-
3331,3033,16137
3332,32,16137
3333,40,16137
3334,4334,16137
3335,3034,5026
3336,3035,19331
3337,3036,-
3338,3037,19393
3339,3038,494
33,3039,922
3341,30,19709
3342,3041,-
3343,3042,-
3344,3043,17287
3345,3044,9831
3346,3044,171
3347,3045,-
3348,3046,-
3349,3047,-
33,3048,5884
3351,3049,17302
3352,30,-
3353,3051,-
3354,3052,8838
3355,3053,12337
3356,3054,14651
3357,3055,168
3358,3055,3229
3359,3056,17505
33,3057,20335
3361,3058,2136
3362,3059,1997
3363,3059,20543
3364,30,4902
3365,3061,12383
3366,3062,-
3367,3063,8591
3368,3064,-
3369,3065,-
33,3066,9786
3371,3067,-
3372,3068,13733
3373,3069,-
3374,30,2094
3375,3071,-
3376,3072,-
3377,3073,-
3378,3074,-
3379,3075,5755
33,3076,-
3381,3077,-
3382,3078,12846
3383,3079,3787
3384,3079,2003
3385,30,-
3386,3081,-
3387,3082,10242
3388,3083,-
3389,3084,-
33,3085,-
3391,3086,4578
3392,3087,-
3393,3088,-
3394,3089,4373
3395,30,-
3396,3091,67
3397,3092,13207
3398,3093,-
3399,3094,-
34,3095,381
3401,3096,5641
3402,3097,-
3403,3098,2894
3404,3099,-
3405,31,-
3406,3101,2674
3407,3102,-
3408,3103,8343
3409,3104,-
34,3105,16527
3411,3105,20957
3412,3106,-
3413,3107,12061
3414,3108,12748
3415,3109,13198
3416,31,15832
3417,3111,-
3418,3112,160
3419,3113,20846
34,3114,14573
3421,3115,14077
3422,3116,-
3423,3117,17455
3424,3118,-
3425,3119,-
3426,31,489
3427,3121,11956
3428,3122,12712
3429,3123,-
34,3124,-
3431,3125,9732
3432,3126,8982
3433,3126,9765
3434,3127,14515
3435,3127,16471
3436,3128,-
3437,3129,-
3438,31,3753
3439,3131,-
34,3132,-
3441,3133,15861
3442,3134,12581
3443,3134,7794
3444,3135,2089
3445,3136,12588
3446,3137,18908
3447,3138,-
3448,3139,20963
3449,31,13267
34,3141,8927
3451,3141,11753
3452,3142,17603
3453,3143,17675
3454,3143,20993
3455,3144,2814
3456,3144,7668
3457,3145,-
3458,3146,-
3459,3147,5399
34,3148,9786
3461,3149,-
3462,31,12821
3463,3151,20002
3464,3152,3075
3465,3153,6911
3466,3154,9466
3467,3155,5962
3468,3156,-
3469,3157,-
34,3158,7075
3471,3159,8418
3472,3159,18065
3473,31,-
3474,3161,-
3475,3162,2685
3476,3163,7095
3477,3164,-
3478,3165,-
3479,3166,-
34,3167,-
3481,3168,-
3482,3169,12563
3483,31,-
3484,3171,-
3485,3172,19017
3486,3173,11887
3487,3174,153
3488,3175,-
3489,3176,-
34,3177,-
3491,3178,-
3492,3179,5721
3493,31,-
3494,3181,17412
3495,3182,15493
3496,3183,-
3497,3184,6652
3498,3185,13188
3499,3186,-
35,3187,18402
3501,3188,-
3502,3189,-
3503,31,-
3504,3191,208
3505,3192,-
3506,3193,-
3507,3194,-
3508,3195,20486
3509,3196,-
35,3197,-
3511,3198,-
3512,3199,15903
3513,32,143
3514,32,15782
3515,3201,-
3516,3202,1759
3517,3203,-
3518,3204,-
3519,3205,14666
35,3206,-
3521,3207,9952
3522,3208,17452
3523,3209,6371
3524,32,-
3525,3211,-
3526,3212,-
3527,3213,-
3528,3214,-
3529,3215,92
35,3215,20134
3531,3216,-
3532,3217,-
3533,3218,-
3534,3219,118
3535,3219,3807
3536,32,8589
3537,3221,95
3538,3222,13888
3539,3223,2656
35,3224,-
3541,3225,-
3542,3226,-
3543,3227,18548
3544,3228,-
3545,3229,15911
3546,32,-
3547,3231,-
3548,3232,582
3549,3232,16493
35,3233,-
3551,3234,-
3552,3235,15213
3553,3236,12158
3554,3237,3787
3555,3237,2003
3556,3238,12436
3557,3239,209
3558,32,4593
3559,3241,13748
35,3241,3695
3561,3242,6764
3562,3243,9307
3563,3244,-
3564,3245,10126
3565,4348,10126
3566,3246,13857
3567,3247,631
3568,3248,-
3569,3249,-
35,32,4141
3571,3251,19329
3572,3251,13687
3573,3251,5081
3574,3251,16706
3575,3251,19838
3576,3252,11679
3577,3253,-
3578,3254,5322
3579,3255,-
35,3256,13794
3581,3257,-
3582,3258,-
3583,3259,-
3584,32,427
3585,3261,-
3586,3262,5116
3587,3263,15832
3588,3264,20606
3589,3265,2231
35,3266,-
3591,3267,-
3592,3268,5671
3593,3269,-
3594,32,16719
3595,2802,17142
3596,3271,17142
3597,3272,20891
3598,3273,19863
3599,3273,1737
36,3273,11184
